trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
342386,17:15:00,17:16:00,544997,9,München Hbf,,
342386,17:36:00,17:38:00,651825,10,München Hbf,,
342386,17:52:00,17:55:00,188647,11,München Hbf,,
342386,19:08:00,19:08:00,113452,12,München Hbf,,
37867,10:18:00,10:18:00,584608,0,München Hbf,,
37867,10:26:00,10:28:00,25903,1,München Hbf,,1
37867,10:31:00,10:34:00,195002,2,München Hbf,,1
37867,12:22:00,12:29:00,154199,3,München Hbf,,
37867,12:33:00,12:35:00,476916,4,München Hbf,,
37867,13:10:00,13:12:00,52858,5,München Hbf,,
37867,13:27:00,13:29:00,138530,6,München Hbf,,
37867,13:46:00,13:55:00,340574,7,München Hbf,,
37867,14:33:00,14:35:00,409296,8,München Hbf,,
37867,15:15:00,15:16:00,544997,9,München Hbf,,
37867,15:36:00,15:38:00,651825,10,München Hbf,,
37867,15:52:00,15:55:00,188647,11,München Hbf,,
37867,17:09:00,17:09:00,113452,12,München Hbf,,
382647,20:18:00,20:18:00,584608,0,Erfurt Hbf,,
382647,20:26:00,20:28:00,25903,1,Erfurt Hbf,,1
382647,20:31:00,20:34:00,195002,2,Erfurt Hbf,,1
382647,22:58:00,23:04:00,154199,3,Erfurt Hbf,,
382647,23:09:00,23:11:00,476916,4,Erfurt Hbf,,
382647,23:46:00,23:48:00,52858,5,Erfurt Hbf,,
382647,24:03:00,24:05:00,138530,6,Erfurt Hbf,,
382647,24:23:00,24:31:00,340574,7,Erfurt Hbf,,
382647,25:09:00,25:09:00,409296,8,Erfurt Hbf,,
402212,06:12:00,06:12:00,340574,0,Hamburg-Altona,,
402212,06:29:00,06:31:00,138530,1,Hamburg-Altona,,
402212,06:45:00,06:47:00,52858,2,Hamburg-Altona,,
402212,07:22:00,07:24:00,32662,3,Hamburg-Altona,,
402212,07:29:00,07:37:00,426058,4,Hamburg-Altona,,
402212,09:35:00,09:39:00,195002,5,Hamburg-Altona,,
402212,09:42:00,09:44:00,25903,6,Hamburg-Altona,,
402212,09:50:00,09:50:00,584608,7,Hamburg-Altona,,
402870,12:33:00,12:33:00,113452,0,Hamburg Hbf,,
402870,13:37:00,13:40:00,188647,1,Hamburg Hbf,,
402870,13:53:00,13:55:00,651825,2,Hamburg Hbf,,
402870,14:14:00,14:16:00,544997,3,Hamburg Hbf,,
402870,15:00:00,15:02:00,409296,4,Hamburg Hbf,,
402870,15:33:00,15:35:00,324607,5,Hamburg Hbf,,
402870,16:06:00,16:14:00,340574,6,Hamburg Hbf,,
402870,16:29:00,16:31:00,138530,7,Hamburg Hbf,,
402870,16:46:00,16:48:00,52858,8,Hamburg Hbf,,
402870,17:22:00,17:24:00,32662,9,Hamburg Hbf,,
402870,17:29:00,17:37:00,426058,10,Hamburg Hbf,,
402870,19:25:00,19:25:00,195002,11,Hamburg Hbf,,
411532,18:46:00,18:46:00,113452,0,Berlin Hbf,,
411532,20:01:00,20:05:00,188647,1,Berlin Hbf,,
411532,20:17:00,20:19:00,651825,2,Berlin Hbf,,
411532,20:40:00,20:42:00,544997,3,Berlin Hbf,,
411532,21:23:00,21:25:00,409296,4,Berlin Hbf,,
411532,22:05:00,22:16:00,340574,5,Berlin Hbf,,
411532,22:47:00,22:49:00,138530,6,Berlin Hbf,,
411532,23:03:00,23:05:00,52858,7,Berlin Hbf,,
411532,23:41:00,23:47:00,262114,8,Berlin Hbf,,
411532,23:52:00,23:52:00,426058,9,Berlin Hbf,,
423244,06:12:00,06:12:00,340574,0,Hamburg Hbf,,
423244,06:29:00,06:31:00,138530,1,Hamburg Hbf,,
423244,06:45:00,06:47:00,52858,2,Hamburg Hbf,,
423244,07:22:00,07:24:00,32662,3,Hamburg Hbf,,
423244,07:29:00,07:37:00,426058,4,Hamburg Hbf,,
423244,09:24:00,09:24:00,195002,5,Hamburg Hbf,1,
430581,18:34:00,18:34:00,195002,0,Nürnberg Hbf,,1
430581,20:22:00,20:29:00,154199,1,Nürnberg Hbf,,
430581,20:33:00,20:35:00,476916,2,Nürnberg Hbf,,
430581,21:10:00,21:12:00,52858,3,Nürnberg Hbf,,
430581,21:27:00,21:29:00,138530,4,Nürnberg Hbf,,
430581,21:46:00,21:55:00,340574,5,Nürnberg Hbf,,
430581,22:33:00,22:35:00,409296,6,Nürnberg Hbf,,
430581,23:15:00,23:16:00,544997,7,Nürnberg Hbf,,
430581,23:37:00,23:39:00,651825,8,Nürnberg Hbf,,
430581,23:53:00,23:53:00,188647,9,Nürnberg Hbf,,
432343,05:25:00,05:25:00,409296,0,Hamburg-Altona,,
432343,06:04:00,06:12:00,340574,1,Hamburg-Altona,,
432343,06:29:00,06:31:00,138530,2,Hamburg-Altona,,
432343,06:45:00,06:47:00,52858,3,Hamburg-Altona,,
432343,07:22:00,07:24:00,32662,4,Hamburg-Altona,,
432343,07:29:00,07:37:00,426058,5,Hamburg-Altona,,
432343,09:35:00,09:39:00,195002,6,Hamburg-Altona,,
432343,09:42:00,09:44:00,25903,7,Hamburg-Altona,,
432343,09:50:00,09:50:00,584608,8,Hamburg-Altona,,
439852,20:34:00,20:34:00,195002,0,Erfurt Hbf,,
439852,22:22:00,22:29:00,154199,1,Erfurt Hbf,,
439852,22:33:00,22:35:00,476916,2,Erfurt Hbf,,
439852,23:10:00,23:12:00,52858,3,Erfurt Hbf,,
439852,23:27:00,23:29:00,138530,4,Erfurt Hbf,,
439852,23:47:00,23:55:00,340574,5,Erfurt Hbf,,
439852,25:18:00,25:18:00,409296,6,Erfurt Hbf,,
443958,14:34:00,14:34:00,195002,0,München Hbf,,1
443958,16:22:00,16:29:00,154199,1,München Hbf,,
443958,16:33:00,16:35:00,476916,2,München Hbf,,
443958,17:10:00,17:12:00,52858,3,München Hbf,,
443958,17:27:00,17:29:00,138530,4,München Hbf,,
443958,17:46:00,17:53:00,340574,5,München Hbf,,
443958,18:33:00,18:35:00,409296,6,München Hbf,,
443958,19:15:00,19:16:00,544997,7,München Hbf,,
443958,19:36:00,19:38:00,651825,8,München Hbf,,
443958,19:52:00,19:55:00,188647,9,München Hbf,,
443958,21:10:00,21:10:00,113452,10,München Hbf,,
452692,14:06:00,14:06:00,584608,0,München Hbf,,
452692,14:13:00,14:15:00,25903,1,München Hbf,,
452692,14:18:00,14:21:00,195002,2,München Hbf,,
452692,16:22:00,16:29:00,154199,3,München Hbf,,
452692,16:33:00,16:35:00,476916,4,München Hbf,,
452692,17:10:00,17:12:00,52858,5,München Hbf,,
452692,17:27:00,17:29:00,138530,6,München Hbf,,
452692,17:47:00,18:02:00,324607,7,München Hbf,,
452692,18:33:00,18:35:00,409296,8,München Hbf,,
452692,19:15:00,19:16:00,544997,9,München Hbf,,
452692,19:36:00,19:38:00,651825,10,München Hbf,,
452692,19:52:00,19:55:00,188647,11,München Hbf,,
452692,21:10:00,21:10:00,113452,12,München Hbf,,
460951,05:37:00,05:37:00,188647,0,Hamburg-Altona,,
460951,05:53:00,05:55:00,651825,1,Hamburg-Altona,,
460951,06:16:00,06:18:00,544997,2,Hamburg-Altona,,
460951,06:41:00,06:43:00,543536,3,Hamburg-Altona,,
460951,07:23:00,07:25:00,409296,4,Hamburg-Altona,,
460951,08:04:00,08:12:00,340574,5,Hamburg-Altona,,
460951,08:29:00,08:31:00,138530,6,Hamburg-Altona,,
460951,08:46:00,08:48:00,52858,7,Hamburg-Altona,,
460951,09:22:00,09:24:00,32662,8,Hamburg-Altona,,
460951,09:29:00,09:37:00,426058,9,Hamburg-Altona,,
460951,11:24:00,11:28:00,195002,10,Hamburg-Altona,1,
460951,11:31:00,11:33:00,25903,11,Hamburg-Altona,1,
460951,11:40:00,11:40:00,584608,12,Hamburg-Altona,,
465668,20:34:00,20:34:00,195002,0,Erfurt Hbf,,
465668,22:22:00,22:29:00,154199,1,Erfurt Hbf,,
465668,22:33:00,22:35:00,476916,2,Erfurt Hbf,,
465668,23:14:00,23:16:00,52858,3,Erfurt Hbf,,
465668,23:32:00,23:34:00,138530,4,Erfurt Hbf,,
465668,23:52:00,23:58:00,340574,5,Erfurt Hbf,,
465668,25:23:00,25:23:00,409296,6,Erfurt Hbf,,
469657,10:34:00,10:34:00,195002,0,München Hbf,,
469657,12:22:00,12:29:00,154199,1,München Hbf,,
469657,12:33:00,12:35:00,476916,2,München Hbf,,
469657,13:10:00,13:12:00,52858,3,München Hbf,,
469657,13:27:00,13:29:00,138530,4,München Hbf,,
469657,13:46:00,13:55:00,340574,5,München Hbf,,
469657,14:29:00,14:31:00,324607,6,München Hbf,,
469657,15:02:00,15:04:00,409296,7,München Hbf,,
469657,15:49:00,15:54:00,544997,8,München Hbf,,
469657,16:15:00,16:17:00,651825,9,München Hbf,,
469657,16:34:00,16:37:00,188647,10,München Hbf,,
469657,17:59:00,17:59:00,113452,11,München Hbf,,
480209,18:18:00,18:18:00,584608,0,Nürnberg Hbf,,
480209,18:26:00,18:28:00,25903,1,Nürnberg Hbf,,1
480209,18:31:00,18:34:00,195002,2,Nürnberg Hbf,,1
480209,20:22:00,20:29:00,154199,3,Nürnberg Hbf,,
480209,20:33:00,20:35:00,476916,4,Nürnberg Hbf,,
480209,21:10:00,21:12:00,52858,5,Nürnberg Hbf,,
480209,21:27:00,21:29:00,138530,6,Nürnberg Hbf,,
480209,21:46:00,21:55:00,340574,7,Nürnberg Hbf,,
480209,22:33:00,22:35:00,409296,8,Nürnberg Hbf,,
480209,23:15:00,23:16:00,544997,9,Nürnberg Hbf,,
480209,23:37:00,23:39:00,651825,10,Nürnberg Hbf,,
480209,23:53:00,23:53:00,188647,11,Nürnberg Hbf,,
482368,05:20:00,05:20:00,262114,0,Hamburg-Altona,,
482368,05:25:00,05:29:00,426058,1,Hamburg-Altona,,1
482368,06:19:00,06:21:00,315948,2,Hamburg-Altona,,
482368,06:39:00,06:41:00,389562,3,Hamburg-Altona,,
482368,07:31:00,07:35:00,195002,4,Hamburg-Altona,,
482368,07:38:00,07:40:00,25903,5,Hamburg-Altona,,
482368,07:46:00,07:46:00,584608,6,Hamburg-Altona,,
485398,14:34:00,14:34:00,195002,0,München Hbf,,
485398,16:22:00,16:29:00,154199,1,München Hbf,,
485398,16:33:00,16:35:00,476916,2,München Hbf,,
485398,17:10:00,17:12:00,52858,3,München Hbf,,
485398,17:27:00,17:29:00,138530,4,München Hbf,,
485398,17:46:00,17:52:00,340574,5,München Hbf,,
485398,18:30:00,18:32:00,324607,6,München Hbf,,
485398,19:01:00,19:03:00,409296,7,München Hbf,,
485398,19:50:00,19:54:00,544997,8,München Hbf,,
485398,20:15:00,20:17:00,651825,9,München Hbf,,
485398,20:35:00,20:38:00,188647,10,München Hbf,,
485398,21:59:00,21:59:00,113452,11,München Hbf,,
488473,18:46:00,18:46:00,113452,0,Leipzig Hbf,,
488473,20:01:00,20:05:00,188647,1,Leipzig Hbf,,
488473,20:17:00,20:19:00,651825,2,Leipzig Hbf,,
488473,20:40:00,20:42:00,544997,3,Leipzig Hbf,,
488473,21:23:00,21:25:00,409296,4,Leipzig Hbf,,
488473,22:04:00,22:04:00,340574,5,Leipzig Hbf,,
499750,06:49:00,06:49:00,113452,0,Hamburg-Altona,,
499750,08:02:00,08:05:00,188647,1,Hamburg-Altona,,
499750,08:17:00,08:19:00,651825,2,Hamburg-Altona,,
499750,08:40:00,08:42:00,544997,3,Hamburg-Altona,,
499750,09:23:00,09:25:00,409296,4,Hamburg-Altona,,
499750,10:04:00,10:12:00,340574,5,Hamburg-Altona,,
499750,10:29:00,10:31:00,138530,6,Hamburg-Altona,,
499750,10:46:00,10:48:00,52858,7,Hamburg-Altona,,
499750,11:22:00,11:24:00,32662,8,Hamburg-Altona,,
499750,11:29:00,11:37:00,426058,9,Hamburg-Altona,,
499750,13:24:00,13:28:00,195002,10,Hamburg-Altona,1,
499750,13:31:00,13:33:00,25903,11,Hamburg-Altona,1,
499750,13:40:00,13:40:00,584608,12,Hamburg-Altona,,
50126,18:46:00,18:46:00,113452,0,Berlin Hbf,,
50126,20:01:00,20:05:00,188647,1,Berlin Hbf,,
50126,20:17:00,20:19:00,651825,2,Berlin Hbf,,
50126,20:40:00,20:42:00,544997,3,Berlin Hbf,,
50126,21:23:00,21:25:00,409296,4,Berlin Hbf,,
50126,22:04:00,22:12:00,340574,5,Berlin Hbf,,
50126,22:29:00,22:31:00,138530,6,Berlin Hbf,,
50126,22:46:00,22:48:00,52858,7,Berlin Hbf,,
50126,23:22:00,23:24:00,262114,8,Berlin Hbf,1,
50126,23:29:00,23:29:00,426058,9,Berlin Hbf,,
524385,12:48:00,12:48:00,113452,0,Hamburg Hbf,,
524385,14:02:00,14:05:00,188647,1,Hamburg Hbf,,
524385,14:17:00,14:19:00,651825,2,Hamburg Hbf,,
524385,14:40:00,14:42:00,544997,3,Hamburg Hbf,,
524385,15:23:00,15:25:00,409296,4,Hamburg Hbf,,
524385,16:04:00,16:12:00,340574,5,Hamburg Hbf,,
524385,16:29:00,16:31:00,138530,6,Hamburg Hbf,,
524385,16:46:00,16:48:00,52858,7,Hamburg Hbf,,
524385,17:22:00,17:24:00,32662,8,Hamburg Hbf,,
524385,17:29:00,17:37:00,426058,9,Hamburg Hbf,,
524385,19:25:00,19:25:00,195002,10,Hamburg Hbf,,
548877,08:49:00,08:49:00,113452,0,Hamburg-Altona,,
548877,10:02:00,10:05:00,188647,1,Hamburg-Altona,,
548877,10:17:00,10:19:00,651825,2,Hamburg-Altona,,
548877,10:40:00,10:42:00,544997,3,Hamburg-Altona,,
548877,11:23:00,11:25:00,409296,4,Hamburg-Altona,,
548877,12:04:00,12:12:00,340574,5,Hamburg-Altona,,
548877,12:29:00,12:31:00,138530,6,Hamburg-Altona,,
548877,12:46:00,12:48:00,52858,7,Hamburg-Altona,,
548877,13:22:00,13:24:00,32662,8,Hamburg-Altona,,
548877,13:29:00,13:37:00,426058,9,Hamburg-Altona,,
548877,15:35:00,15:39:00,195002,10,Hamburg-Altona,,
548877,15:42:00,15:44:00,25903,11,Hamburg-Altona,,
548877,15:51:00,15:51:00,584608,12,Hamburg-Altona,,
556318,20:18:00,20:18:00,584608,0,Erfurt Hbf,,
556318,20:26:00,20:28:00,25903,1,Erfurt Hbf,,1
556318,20:31:00,20:34:00,195002,2,Erfurt Hbf,,1
556318,22:22:00,22:29:00,154199,3,Erfurt Hbf,,
556318,22:33:00,22:35:00,476916,4,Erfurt Hbf,,
556318,23:10:00,23:12:00,52858,5,Erfurt Hbf,,
556318,23:27:00,23:29:00,138530,6,Erfurt Hbf,,
556318,23:50:00,23:58:00,340574,7,Erfurt Hbf,,
556318,25:25:00,25:25:00,409296,8,Erfurt Hbf,,
556371,05:41:00,05:41:00,340574,0,München Hbf,,
556371,06:22:00,06:24:00,409296,1,München Hbf,,
556371,07:03:00,07:05:00,543536,2,München Hbf,,
556371,07:26:00,07:27:00,544997,3,München Hbf,,
556371,07:49:00,07:51:00,651825,4,München Hbf,,
556371,08:05:00,08:12:00,188647,5,München Hbf,,
556371,09:31:00,09:31:00,113452,6,München Hbf,,
571066,16:06:00,16:06:00,584608,0,München Hbf,,
571066,16:13:00,16:15:00,25903,1,München Hbf,,
571066,16:18:00,16:21:00,195002,2,München Hbf,,
571066,18:22:00,18:29:00,154199,3,München Hbf,,
571066,18:33:00,18:35:00,476916,4,München Hbf,,
571066,19:10:00,19:12:00,52858,5,München Hbf,,
571066,19:27:00,19:29:00,138530,6,München Hbf,,
571066,19:46:00,19:55:00,340574,7,München Hbf,,
571066,20:33:00,20:35:00,409296,8,München Hbf,,
571066,21:15:00,21:16:00,544997,9,München Hbf,,
571066,21:36:00,21:38:00,651825,10,München Hbf,,
571066,21:52:00,21:55:00,188647,11,München Hbf,,
571066,23:10:00,23:10:00,113452,12,München Hbf,,
574552,18:18:00,18:18:00,584608,0,Nürnberg Hbf,,
574552,18:26:00,18:28:00,25903,1,Nürnberg Hbf,,1
574552,18:31:00,18:34:00,195002,2,Nürnberg Hbf,,1
574552,20:22:00,20:29:00,154199,3,Nürnberg Hbf,,
574552,20:33:00,20:35:00,476916,4,Nürnberg Hbf,,
574552,21:10:00,21:12:00,52858,5,Nürnberg Hbf,,
574552,21:26:00,21:28:00,138530,6,Nürnberg Hbf,,
574552,22:01:00,22:12:00,340574,7,Nürnberg Hbf,,
574552,22:52:00,22:54:00,409296,8,Nürnberg Hbf,,
574552,23:32:00,23:33:00,544997,9,Nürnberg Hbf,,
574552,23:54:00,23:56:00,651825,10,Nürnberg Hbf,,
574552,24:10:00,24:10:00,188647,11,Nürnberg Hbf,,
589625,07:37:00,07:37:00,426058,0,Hamburg-Altona,,
589625,09:24:00,09:28:00,195002,1,Hamburg-Altona,1,
589625,09:31:00,09:33:00,25903,2,Hamburg-Altona,1,
589625,09:40:00,09:40:00,584608,3,Hamburg-Altona,,
606368,05:37:00,05:37:00,188647,0,Hamburg Hbf,,
606368,05:53:00,05:55:00,651825,1,Hamburg Hbf,,
606368,06:16:00,06:18:00,544997,2,Hamburg Hbf,,
606368,07:23:00,07:25:00,409296,3,Hamburg Hbf,,
606368,08:04:00,08:12:00,340574,4,Hamburg Hbf,,
606368,08:29:00,08:31:00,138530,5,Hamburg Hbf,,
606368,08:46:00,08:48:00,52858,6,Hamburg Hbf,,
606368,09:22:00,09:24:00,32662,7,Hamburg Hbf,,
606368,09:29:00,09:37:00,426058,8,Hamburg Hbf,,
606368,11:24:00,11:24:00,195002,9,Hamburg Hbf,,
620664,12:34:00,12:34:00,195002,0,München Hbf,,1
620664,14:22:00,14:29:00,154199,1,München Hbf,,
620664,14:33:00,14:35:00,476916,2,München Hbf,,
620664,15:10:00,15:12:00,52858,3,München Hbf,,
620664,15:27:00,15:29:00,138530,4,München Hbf,,
620664,15:46:00,15:55:00,340574,5,München Hbf,,
620664,16:33:00,16:35:00,409296,6,München Hbf,,
620664,17:15:00,17:16:00,544997,7,München Hbf,,
620664,17:36:00,17:38:00,651825,8,München Hbf,,
620664,17:52:00,17:55:00,188647,9,München Hbf,,
620664,19:08:00,19:08:00,113452,10,München Hbf,,
63123,18:34:00,18:34:00,195002,0,Nürnberg Hbf,,
63123,20:22:00,20:29:00,154199,1,Nürnberg Hbf,,
63123,20:33:00,20:35:00,476916,2,Nürnberg Hbf,,
63123,21:10:00,21:12:00,52858,3,Nürnberg Hbf,,
63123,21:27:00,21:29:00,138530,4,Nürnberg Hbf,,
63123,21:46:00,21:55:00,340574,5,Nürnberg Hbf,,
63123,23:04:00,23:06:00,409296,6,Nürnberg Hbf,,
63123,23:47:00,23:49:00,544997,7,Nürnberg Hbf,,
63123,24:07:00,24:09:00,651825,8,Nürnberg Hbf,,
63123,24:26:00,24:26:00,188647,9,Nürnberg Hbf,,
636563,20:34:00,20:34:00,195002,0,Erfurt Hbf,,
636563,22:22:00,22:29:00,154199,1,Erfurt Hbf,,
636563,22:33:00,22:35:00,476916,2,Erfurt Hbf,,
636563,23:10:00,23:12:00,52858,3,Erfurt Hbf,,
636563,23:27:00,23:29:00,138530,4,Erfurt Hbf,,
636563,23:47:00,23:55:00,340574,5,Erfurt Hbf,,
636563,25:12:00,25:12:00,409296,6,Erfurt Hbf,,
640410,06:49:00,06:49:00,113452,0,Hamburg-Altona,,
640410,08:02:00,08:05:00,188647,1,Hamburg-Altona,,
640410,08:17:00,08:19:00,651825,2,Hamburg-Altona,,
640410,08:40:00,08:42:00,544997,3,Hamburg-Altona,,
640410,09:23:00,09:25:00,409296,4,Hamburg-Altona,,
640410,10:07:00,10:09:00,324607,5,Hamburg-Altona,,
640410,10:25:00,10:31:00,138530,6,Hamburg-Altona,,
640410,10:46:00,10:48:00,52858,7,Hamburg-Altona,,
640410,11:22:00,11:24:00,32662,8,Hamburg-Altona,,
640410,11:29:00,11:37:00,426058,9,Hamburg-Altona,,
640410,13:35:00,13:39:00,195002,10,Hamburg-Altona,,
640410,13:42:00,13:44:00,25903,11,Hamburg-Altona,,
640410,13:51:00,13:51:00,584608,12,Hamburg-Altona,,
65174,16:34:00,16:34:00,195002,0,München Hbf,,
65174,18:22:00,18:29:00,154199,1,München Hbf,,
65174,18:33:00,18:35:00,476916,2,München Hbf,,
65174,19:10:00,19:12:00,52858,3,München Hbf,,
65174,19:27:00,19:29:00,138530,4,München Hbf,,
65174,19:46:00,19:52:00,340574,5,München Hbf,,
65174,21:02:00,21:04:00,409296,6,München Hbf,,
65174,21:50:00,21:54:00,544997,7,München Hbf,,
65174,22:15:00,22:17:00,651825,8,München Hbf,,
65174,22:33:00,22:47:00,188647,9,München Hbf,,
65174,23:57:00,23:57:00,113452,10,München Hbf,,
654857,05:37:00,05:37:00,188647,0,Hamburg-Altona,,
654857,05:53:00,05:55:00,651825,1,Hamburg-Altona,,
654857,06:16:00,06:18:00,544997,2,Hamburg-Altona,,
654857,06:41:00,06:43:00,543536,3,Hamburg-Altona,,
654857,07:23:00,07:25:00,409296,4,Hamburg-Altona,,
654857,08:04:00,08:12:00,340574,5,Hamburg-Altona,,
654857,08:29:00,08:31:00,138530,6,Hamburg-Altona,,
654857,08:46:00,08:48:00,52858,7,Hamburg-Altona,,
654857,09:22:00,09:24:00,32662,8,Hamburg-Altona,,
654857,09:29:00,09:37:00,426058,9,Hamburg-Altona,,
654857,11:35:00,11:39:00,195002,10,Hamburg-Altona,,
654857,11:42:00,11:44:00,25903,11,Hamburg-Altona,,
654857,11:50:00,11:50:00,584608,12,Hamburg-Altona,,
682659,20:49:00,20:49:00,113452,0,Leipzig Hbf,,
682659,22:02:00,22:05:00,188647,1,Leipzig Hbf,,
682659,22:17:00,22:19:00,651825,2,Leipzig Hbf,,
682659,22:40:00,22:42:00,544997,3,Leipzig Hbf,,
682659,23:26:00,23:28:00,409296,4,Leipzig Hbf,,
682659,24:40:00,24:40:00,340574,5,Leipzig Hbf,,
686486,20:49:00,20:49:00,113452,0,Leipzig Hbf,,
686486,22:02:00,22:05:00,188647,1,Leipzig Hbf,,
686486,22:17:00,22:19:00,651825,2,Leipzig Hbf,,
686486,22:40:00,22:42:00,544997,3,Leipzig Hbf,,
686486,23:23:00,23:25:00,409296,4,Leipzig Hbf,,
686486,24:34:00,24:34:00,340574,5,Leipzig Hbf,,
702813,12:06:00,12:06:00,584608,0,München Hbf,,
702813,12:13:00,12:15:00,25903,1,München Hbf,,
702813,12:18:00,12:21:00,195002,2,München Hbf,,
702813,14:22:00,14:29:00,154199,3,München Hbf,,
702813,14:33:00,14:35:00,476916,4,München Hbf,,
702813,15:10:00,15:12:00,52858,5,München Hbf,,
702813,15:27:00,15:29:00,138530,6,München Hbf,,
702813,15:46:00,15:55:00,340574,7,München Hbf,,
702813,16:33:00,16:35:00,409296,8,München Hbf,,
702813,17:15:00,17:16:00,544997,9,München Hbf,,
702813,17:36:00,17:38:00,651825,10,München Hbf,,
702813,17:52:00,17:55:00,188647,11,München Hbf,,
702813,19:08:00,19:08:00,113452,12,München Hbf,,
714375,06:05:00,06:05:00,113452,0,Hamburg Hbf,,
714375,07:17:00,07:20:00,188647,1,Hamburg Hbf,,
714375,07:35:00,07:37:00,651825,2,Hamburg Hbf,,
714375,07:58:00,08:00:00,544997,3,Hamburg Hbf,,
714375,08:40:00,08:50:00,409296,4,Hamburg Hbf,,
714375,09:20:00,09:22:00,324607,5,Hamburg Hbf,,
714375,09:57:00,10:12:00,340574,6,Hamburg Hbf,,
714375,10:29:00,10:31:00,138530,7,Hamburg Hbf,,
714375,10:46:00,10:48:00,52858,8,Hamburg Hbf,,
714375,11:22:00,11:24:00,32662,9,Hamburg Hbf,,
714375,11:29:00,11:37:00,426058,10,Hamburg Hbf,,
714375,13:24:00,13:24:00,195002,11,Hamburg Hbf,,
716552,20:34:00,20:34:00,195002,0,Erfurt Hbf,,
716552,22:22:00,22:29:00,154199,1,Erfurt Hbf,,
716552,22:33:00,22:35:00,476916,2,Erfurt Hbf,,
716552,23:24:00,23:26:00,52858,3,Erfurt Hbf,,
716552,23:45:00,23:47:00,138530,4,Erfurt Hbf,,
716552,24:07:00,24:15:00,340574,5,Erfurt Hbf,,
716552,25:26:00,25:26:00,409296,6,Erfurt Hbf,,
734324,05:39:00,05:39:00,340574,0,München Hbf,,
734324,06:20:00,06:22:00,409296,1,München Hbf,,
734324,07:26:00,07:27:00,544997,2,München Hbf,,
734324,07:49:00,07:51:00,651825,3,München Hbf,,
734324,08:05:00,08:12:00,188647,4,München Hbf,,
734324,09:31:00,09:31:00,113452,5,München Hbf,,
736741,05:37:00,05:37:00,188647,0,Hamburg Hbf,,
736741,05:53:00,05:55:00,651825,1,Hamburg Hbf,,
736741,06:16:00,06:18:00,544997,2,Hamburg Hbf,,
736741,06:41:00,06:43:00,543536,3,Hamburg Hbf,,
736741,07:23:00,07:25:00,409296,4,Hamburg Hbf,,
736741,08:04:00,08:12:00,340574,5,Hamburg Hbf,,
736741,08:29:00,08:31:00,138530,6,Hamburg Hbf,,
736741,08:46:00,08:48:00,52858,7,Hamburg Hbf,,
736741,09:22:00,09:24:00,32662,8,Hamburg Hbf,,
736741,09:29:00,09:37:00,426058,9,Hamburg Hbf,,
736741,11:24:00,11:24:00,195002,10,Hamburg Hbf,1,
737889,16:18:00,16:18:00,584608,0,München Hbf,,
737889,16:26:00,16:28:00,25903,1,München Hbf,,1
737889,16:31:00,16:34:00,195002,2,München Hbf,,1
737889,18:22:00,18:29:00,154199,3,München Hbf,,
737889,18:33:00,18:35:00,476916,4,München Hbf,,
737889,19:10:00,19:12:00,52858,5,München Hbf,,
737889,19:27:00,19:29:00,138530,6,München Hbf,,
737889,19:46:00,19:55:00,340574,7,München Hbf,,
737889,20:33:00,20:35:00,409296,8,München Hbf,,
737889,21:15:00,21:16:00,544997,9,München Hbf,,
737889,21:36:00,21:38:00,651825,10,München Hbf,,
737889,21:52:00,22:02:00,188647,11,München Hbf,,
737889,23:14:00,23:16:00,160021,12,München Hbf,,
737889,23:46:00,23:46:00,113452,13,München Hbf,,
770871,05:37:00,05:37:00,188647,0,Hamburg-Altona,,
770871,05:53:00,05:55:00,651825,1,Hamburg-Altona,,
770871,06:16:00,06:18:00,544997,2,Hamburg-Altona,,
770871,06:41:00,06:43:00,543536,3,Hamburg-Altona,,
770871,07:23:00,07:25:00,409296,4,Hamburg-Altona,,
770871,07:59:00,08:08:00,324607,5,Hamburg-Altona,,
770871,08:23:00,08:31:00,138530,6,Hamburg-Altona,,
770871,08:46:00,08:48:00,52858,7,Hamburg-Altona,,
770871,09:22:00,09:24:00,32662,8,Hamburg-Altona,,
770871,09:29:00,09:37:00,426058,9,Hamburg-Altona,,
770871,11:35:00,11:39:00,195002,10,Hamburg-Altona,,
770871,11:42:00,11:44:00,25903,11,Hamburg-Altona,,
770871,11:50:00,11:50:00,584608,12,Hamburg-Altona,,
791099,20:49:00,20:49:00,113452,0,Leipzig Hbf,,
791099,22:02:00,22:05:00,188647,1,Leipzig Hbf,,
791099,22:17:00,22:19:00,651825,2,Leipzig Hbf,,
791099,22:40:00,22:42:00,544997,3,Leipzig Hbf,,
791099,23:23:00,23:25:00,409296,4,Leipzig Hbf,,
791099,24:46:00,24:46:00,340574,5,Leipzig Hbf,,
792035,06:34:00,06:34:00,195002,0,München Hbf,,
792035,08:22:00,08:29:00,154199,1,München Hbf,,
792035,08:33:00,08:35:00,476916,2,München Hbf,,
792035,09:10:00,09:12:00,52858,3,München Hbf,,
792035,09:27:00,09:29:00,138530,4,München Hbf,,
792035,09:46:00,09:55:00,340574,5,München Hbf,,
792035,10:29:00,10:31:00,324607,6,München Hbf,,
792035,11:02:00,11:04:00,409296,7,München Hbf,,
792035,11:49:00,11:53:00,544997,8,München Hbf,,
792035,12:16:00,12:18:00,651825,9,München Hbf,,
792035,12:35:00,12:38:00,188647,10,München Hbf,,
