monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
1,1,1,1,0,1,0,20260704,20260709,509
1,1,1,1,0,1,0,20260711,20260725,705
1,1,1,1,0,1,0,20260720,20260725,56
1,1,1,1,0,1,1,20260627,20260702,189
1,1,1,1,0,1,1,20260627,20260710,405
1,1,1,1,0,1,1,20260627,20260719,289
1,1,1,1,0,1,1,20260627,20260727,229
1,1,1,1,0,1,1,20260627,20260727,818
1,1,1,1,0,1,1,20260628,20260719,36
1,1,1,1,0,1,1,20260711,20260716,598
1,1,1,1,0,1,1,20260711,20260726,724
1,1,1,1,0,1,1,20260711,20260727,187
1,1,1,1,0,1,1,20260711,20260727,692
1,1,1,1,0,1,1,20260714,20260726,145
1,1,1,1,0,1,1,20260718,20260727,813
1,1,1,1,0,1,1,20260719,20260725,505
1,1,1,1,0,1,1,20260720,20260727,489
1,1,1,1,1,0,0,20260627,20260709,297
1,1,1,1,1,0,0,20260627,20260709,404
1,1,1,1,1,0,0,20260627,20260710,402
1,1,1,1,1,0,0,20260627,20260710,526
1,1,1,1,1,0,0,20260627,20260727,661
1,1,1,1,1,0,0,20260628,20260709,411
1,1,1,1,1,0,0,20260628,20260710,73
1,1,1,1,1,0,0,20260629,20260703,317
1,1,1,1,1,0,0,20260629,20260703,748
1,1,1,1,1,0,0,20260629,20260709,732
1,1,1,1,1,0,0,20260629,20260710,638
1,1,1,1,1,0,0,20260629,20260710,735
1,1,1,1,1,0,0,20260629,20260716,68
1,1,1,1,1,0,0,20260629,20260717,265
1,1,1,1,1,0,0,20260629,20260717,295
1,1,1,1,1,0,0,20260629,20260717,537
1,1,1,1,1,0,0,20260629,20260720,13
1,1,1,1,1,0,0,20260629,20260724,20
1,1,1,1,1,0,0,20260629,20260724,256
1,1,1,1,1,0,0,20260629,20260724,487
1,1,1,1,1,0,0,20260629,20260724,508
1,1,1,1,1,0,0,20260629,20260724,740
1,1,1,1,1,0,0,20260629,20260727,305
1,1,1,1,1,0,0,20260629,20260727,511
1,1,1,1,1,0,0,20260629,20260727,74
1,1,1,1,1,0,0,20260629,20260727,844
1,1,1,1,1,0,0,20260629,20260727,859
1,1,1,1,1,0,0,20260701,20260709,564
1,1,1,1,1,0,0,20260701,20260710,545
1,1,1,1,1,0,0,20260701,20260716,519
1,1,1,1,1,0,0,20260701,20260717,111
1,1,1,1,1,0,0,20260701,20260717,804
1,1,1,1,1,0,0,20260702,20260709,867
1,1,1,1,1,0,0,20260703,20260709,653
1,1,1,1,1,0,0,20260703,20260710,226
1,1,1,1,1,0,0,20260703,20260717,199
1,1,1,1,1,0,0,20260703,20260717,454
1,1,1,1,1,0,0,20260706,20260710,52
1,1,1,1,1,0,0,20260706,20260710,70
1,1,1,1,1,0,0,20260706,20260717,170
1,1,1,1,1,0,0,20260706,20260717,31
1,1,1,1,1,0,0,20260713,20260717,607
1,1,1,1,1,0,0,20260713,20260720,492
1,1,1,1,1,0,0,20260713,20260724,365
1,1,1,1,1,0,0,20260713,20260727,201
1,1,1,1,1,0,0,20260714,20260724,503
1,1,1,1,1,0,0,20260714,20260727,23
1,1,1,1,1,0,0,20260717,20260724,848
1,1,1,1,1,0,0,20260717,20260727,176
1,1,1,1,1,0,0,20260717,20260727,178
1,1,1,1,1,0,0,20260720,20260724,64
1,1,1,1,1,0,0,20260720,20260727,875
1,1,1,1,1,0,0,20260721,20260727,110
1,1,1,1,1,0,1,20260627,20260719,150
1,1,1,1,1,0,1,20260628,20260703,368
1,1,1,1,1,0,1,20260628,20260710,877
1,1,1,1,1,0,1,20260628,20260717,587
1,1,1,1,1,0,1,20260628,20260719,682
1,1,1,1,1,0,1,20260628,20260727,284
1,1,1,1,1,0,1,20260628,20260727,876
1,1,1,1,1,0,1,20260629,20260710,393
1,1,1,1,1,0,1,20260629,20260710,739
1,1,1,1,1,0,1,20260629,20260717,712
1,1,1,1,1,0,1,20260629,20260719,542
1,1,1,1,1,0,1,20260629,20260719,768
1,1,1,1,1,0,1,20260629,20260727,835
1,1,1,1,1,0,1,20260701,20260708,683
1,1,1,1,1,0,1,20260702,20260710,750
1,1,1,1,1,0,1,20260705,20260710,634
1,1,1,1,1,0,1,20260705,20260727,736
1,1,1,1,1,0,1,20260706,20260726,4
1,1,1,1,1,0,1,20260708,20260724,2
1,1,1,1,1,0,1,20260710,20260727,430
1,1,1,1,1,0,1,20260711,20260717,386
1,1,1,1,1,0,1,20260711,20260724,879
1,1,1,1,1,0,1,20260712,20260717,193
1,1,1,1,1,0,1,20260712,20260717,496
1,1,1,1,1,0,1,20260712,20260727,102
1,1,1,1,1,0,1,20260712,20260727,58
1,1,1,1,1,0,1,20260714,20260723,6
1,1,1,1,1,0,1,20260714,20260724,852
1,1,1,1,1,0,1,20260714,20260727,868
1,1,1,1,1,0,1,20260715,20260724,500
1,1,1,1,1,0,1,20260718,20260726,1
1,1,1,1,1,0,1,20260719,20260724,173
1,1,1,1,1,0,1,20260719,20260726,287
1,1,1,1,1,0,1,20260719,20260726,556
1,1,1,1,1,0,1,20260719,20260727,236
1,1,1,1,1,0,1,20260720,20260724,478
1,1,1,1,1,0,1,20260720,20260727,136
1,1,1,1,1,0,1,20260722,20260727,266
1,1,1,1,1,1,0,20260627,20260703,860
1,1,1,1,1,1,0,20260627,20260705,38
1,1,1,1,1,1,0,20260627,20260706,696
1,1,1,1,1,1,0,20260627,20260709,347
1,1,1,1,1,1,0,20260627,20260710,192
1,1,1,1,1,1,0,20260627,20260710,374
1,1,1,1,1,1,0,20260627,20260710,458
1,1,1,1,1,1,0,20260627,20260710,838
1,1,1,1,1,1,0,20260627,20260711,241
1,1,1,1,1,1,0,20260627,20260711,424
1,1,1,1,1,1,0,20260627,20260711,54
1,1,1,1,1,1,0,20260627,20260716,710
1,1,1,1,1,1,0,20260627,20260717,285
1,1,1,1,1,1,0,20260627,20260718,787
1,1,1,1,1,1,0,20260627,20260725,477
1,1,1,1,1,1,0,20260627,20260727,154
1,1,1,1,1,1,0,20260627,20260727,381
1,1,1,1,1,1,0,20260627,20260727,432
1,1,1,1,1,1,0,20260627,20260727,557
1,1,1,1,1,1,0,20260627,20260727,595
1,1,1,1,1,1,0,20260629,20260704,37
1,1,1,1,1,1,0,20260629,20260705,277
1,1,1,1,1,1,0,20260629,20260711,614
1,1,1,1,1,1,0,20260629,20260725,396
1,1,1,1,1,1,0,20260629,20260727,490
1,1,1,1,1,1,0,20260629,20260727,782
1,1,1,1,1,1,0,20260701,20260710,383
1,1,1,1,1,1,0,20260701,20260717,48
1,1,1,1,1,1,0,20260702,20260708,15
1,1,1,1,1,1,0,20260703,20260709,693
1,1,1,1,1,1,0,20260706,20260711,764
1,1,1,1,1,1,0,20260710,20260718,26
1,1,1,1,1,1,0,20260711,20260712,506
1,1,1,1,1,1,0,20260711,20260712,53
1,1,1,1,1,1,0,20260711,20260712,854
1,1,1,1,1,1,0,20260711,20260717,335
1,1,1,1,1,1,0,20260711,20260718,531
1,1,1,1,1,1,0,20260711,20260723,871
1,1,1,1,1,1,0,20260711,20260727,157
1,1,1,1,1,1,0,20260713,20260726,463
1,1,1,1,1,1,0,20260713,20260727,608
1,1,1,1,1,1,0,20260714,20260723,611
1,1,1,1,1,1,0,20260714,20260724,100
1,1,1,1,1,1,0,20260714,20260727,350
1,1,1,1,1,1,0,20260717,20260727,670
1,1,1,1,1,1,0,20260718,20260724,619
1,1,1,1,1,1,0,20260718,20260725,440
1,1,1,1,1,1,0,20260718,20260727,384
1,1,1,1,1,1,0,20260718,20260727,731
1,1,1,1,1,1,0,20260718,20260727,808
1,1,1,1,1,1,0,20260720,20260725,630
1,1,1,1,1,1,0,20260720,20260727,413
1,1,1,1,1,1,1,20260627,20260703,86
1,1,1,1,1,1,1,20260627,20260704,188
1,1,1,1,1,1,1,20260627,20260705,117
1,1,1,1,1,1,1,20260627,20260705,741
1,1,1,1,1,1,1,20260627,20260706,112
1,1,1,1,1,1,1,20260627,20260707,862
1,1,1,1,1,1,1,20260627,20260709,657
1,1,1,1,1,1,1,20260627,20260710,714
1,1,1,1,1,1,1,20260627,20260711,262
1,1,1,1,1,1,1,20260627,20260712,281
1,1,1,1,1,1,1,20260627,20260712,309
1,1,1,1,1,1,1,20260627,20260713,423
1,1,1,1,1,1,1,20260627,20260716,174
1,1,1,1,1,1,1,20260627,20260716,882
1,1,1,1,1,1,1,20260627,20260717,118
1,1,1,1,1,1,1,20260627,20260717,126
1,1,1,1,1,1,1,20260627,20260717,186
1,1,1,1,1,1,1,20260627,20260717,203
1,1,1,1,1,1,1,20260627,20260717,21
1,1,1,1,1,1,1,20260627,20260717,517
1,1,1,1,1,1,1,20260627,20260717,797
1,1,1,1,1,1,1,20260627,20260717,872
1,1,1,1,1,1,1,20260627,20260719,194
1,1,1,1,1,1,1,20260627,20260719,547
1,1,1,1,1,1,1,20260627,20260719,616
1,1,1,1,1,1,1,20260627,20260719,805
1,1,1,1,1,1,1,20260627,20260720,11
1,1,1,1,1,1,1,20260627,20260720,224
1,1,1,1,1,1,1,20260627,20260720,501
1,1,1,1,1,1,1,20260627,20260724,494
1,1,1,1,1,1,1,20260627,20260724,824
1,1,1,1,1,1,1,20260627,20260725,757
1,1,1,1,1,1,1,20260627,20260726,183
1,1,1,1,1,1,1,20260627,20260726,34
1,1,1,1,1,1,1,20260627,20260726,439
1,1,1,1,1,1,1,20260627,20260726,582
1,1,1,1,1,1,1,20260627,20260727,10
1,1,1,1,1,1,1,20260627,20260727,113
1,1,1,1,1,1,1,20260627,20260727,119
1,1,1,1,1,1,1,20260627,20260727,242
1,1,1,1,1,1,1,20260627,20260727,339
1,1,1,1,1,1,1,20260627,20260727,398
1,1,1,1,1,1,1,20260627,20260727,476
1,1,1,1,1,1,1,20260627,20260727,482
1,1,1,1,1,1,1,20260627,20260727,495
1,1,1,1,1,1,1,20260627,20260727,499
1,1,1,1,1,1,1,20260627,20260727,578
1,1,1,1,1,1,1,20260627,20260727,59
1,1,1,1,1,1,1,20260627,20260727,601
1,1,1,1,1,1,1,20260627,20260727,627
1,1,1,1,1,1,1,20260627,20260727,709
1,1,1,1,1,1,1,20260627,20260727,743
1,1,1,1,1,1,1,20260627,20260727,79
1,1,1,1,1,1,1,20260628,20260707,221
1,1,1,1,1,1,1,20260628,20260727,400
1,1,1,1,1,1,1,20260629,20260705,406
1,1,1,1,1,1,1,20260629,20260709,640
1,1,1,1,1,1,1,20260629,20260710,728
1,1,1,1,1,1,1,20260629,20260719,324
1,1,1,1,1,1,1,20260629,20260726,690
1,1,1,1,1,1,1,20260629,20260727,551
1,1,1,1,1,1,1,20260630,20260709,114
1,1,1,1,1,1,1,20260701,20260709,215
1,1,1,1,1,1,1,20260701,20260710,322
1,1,1,1,1,1,1,20260701,20260716,303
1,1,1,1,1,1,1,20260701,20260717,472
1,1,1,1,1,1,1,20260701,20260719,574
1,1,1,1,1,1,1,20260701,20260727,75
1,1,1,1,1,1,1,20260701,20260727,841
1,1,1,1,1,1,1,20260703,20260709,667
1,1,1,1,1,1,1,20260703,20260710,91
1,1,1,1,1,1,1,20260703,20260717,456
1,1,1,1,1,1,1,20260706,20260719,9
1,1,1,1,1,1,1,20260706,20260727,39
1,1,1,1,1,1,1,20260706,20260727,784
1,1,1,1,1,1,1,20260710,20260717,293
1,1,1,1,1,1,1,20260710,20260727,97
1,1,1,1,1,1,1,20260711,20260717,444
1,1,1,1,1,1,1,20260711,20260719,105
1,1,1,1,1,1,1,20260711,20260720,800
1,1,1,1,1,1,1,20260711,20260726,237
1,1,1,1,1,1,1,20260711,20260727,195
1,1,1,1,1,1,1,20260711,20260727,231
1,1,1,1,1,1,1,20260711,20260727,581
1,1,1,1,1,1,1,20260712,20260718,314
1,1,1,1,1,1,1,20260712,20260719,673
1,1,1,1,1,1,1,20260712,20260727,333
1,1,1,1,1,1,1,20260713,20260719,168
1,1,1,1,1,1,1,20260713,20260720,232
1,1,1,1,1,1,1,20260713,20260724,480
1,1,1,1,1,1,1,20260713,20260727,830
1,1,1,1,1,1,1,20260714,20260724,40
1,1,1,1,1,1,1,20260714,20260727,149
1,1,1,1,1,1,1,20260717,20260724,49
1,1,1,1,1,1,1,20260717,20260726,816
1,1,1,1,1,1,1,20260717,20260727,427
1,1,1,1,1,1,1,20260717,20260727,810
1,1,1,1,1,1,1,20260718,20260724,658
1,1,1,1,1,1,1,20260718,20260725,14
1,1,1,1,1,1,1,20260718,20260726,464
1,1,1,1,1,1,1,20260718,20260727,115
1,1,1,1,1,1,1,20260718,20260727,437
1,1,1,1,1,1,1,20260719,20260725,327
1,1,1,1,1,1,1,20260719,20260726,639
1,1,1,1,1,1,1,20260719,20260727,116
1,1,1,1,1,1,1,20260720,20260726,518
1,1,1,1,1,1,1,20260720,20260727,207
1,1,1,1,1,1,1,20260721,20260727,326
